name,website,phone,address,price_range,rating,review_count,category,description,price_range,days,hours,menu,facebook,youtube,twitter,instagram,status,directions
Kuka’s Dondurma,https://kukasdondurma.business.site/?m=true,0533 920 58 24,"Çamlık, İkbal Cd No: 158, 34774 Ümraniye/İstanbul",,"4,8",17 Google yorumu,Dondurma dükkanı,,,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cac90444327161:0xda59463c460754be?sa=X
MUÀ Gelatieri d'Italia (Caddebostan),http://www.mua.com.tr/,(0216) 350 62 86,"Caddebostan, Bağdat Cd. No: 292/16, 34728 Kadıköy/İstanbul",,"4,5",111 Google yorumu,Dondurma dükkanı,,,,13:00–22:00 13:00–22:00 13:00–22:00Saatler değişebilir 13:00–22:00 Kapalı Kapalı 13:00–22:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cac709fb922d8b:0x41866e0f2e153531?sa=X
Dondurmacı Yunus Fatih İstanbul,http://www.dondurmaciyunus.com/,0530 682 56 34,"Zeyrek, Refah Sk. No: 25/A, 34083 Fatih/İstanbul",,"4,5",29 Google yorumu,Dondurma dükkanı,,,,11:30–02:30 11:30–02:30 11:30–02:30Saatler değişebilir 11:30–02:30 11:30–02:30 11:30–02:30 11:30–02:30 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab9aec2ec32eb:0x37256518dc26c5cd?sa=X
Marasta Dondurma ümraniye,,0555 205 49 61,,,,,,,,,,,,,,,,
Park Dondurma,,(0216) 641 01 00,"Çamlık, Şahinbey Cd. No:110, 34782 Dudullu Osb/Çekmeköy/İstanbul",,"4,5",8 Google yorumu,Dondurma dükkanı,,,,10:00–01:00 10:00–01:00 10:00–01:00Saatler değişebilir 10:00–01:00 10:00–01:00 10:00–01:00 10:00–01:00 ,,,,,,Açılmak üzere,
Günnehar,,(0212) 501 99 77,"Altıntepsi, Ordu Cd. 30/A, 34035 Bayrampaşa/İstanbul",₺₺,"4,4",144 Google yorumu,Pastane,,₺₺,,05:30–01:00 05:30–01:00 05:30–01:00Saatler değişebilir 05:30–01:00 05:30–01:00 05:30–01:00 05:30–01:00 ,,,,,,Açık,
Nadide Dondurma,,"Cumhuriyet Mh., İnönü Cd. No:38, 34290 Küçükçekmece/İstanbul",,,"4,9",11 Google yorumu,Restoran,,,,10:00–01:00 10:00–01:00 10:00–01:00Saatler değişebilir 10:00–01:00 10:00–01:00 10:00–01:00 10:00–01:00 ,,,,,,Açılmak üzere,
Orçun Dondurma,,"Gümüşpınar, Zühre Sk. No:99, 34880 Kartal/İstanbul",,,"4,3",76 Google yorumu,Kafe,,,,,,,,,,,
Meşhur Dondurmacı Erhan İce & Coffee,,0532 262 88 07,"Şair arşi caddesi no 15 merdivenköy Göztepe, 34732 Kadıköy/İstanbul",,"4,0",73 Google yorumu,Dondurma dükkanı,,,,11:00–23:00 11:00–23:00 11:00–23:00Saatler değişebilir 11:00–23:00 11:00–00:00 11:00–00:00 11:00–23:00 ,,,,,,Kapalı,
Pado Dondurma,,"Nuripaşa, 58. Blv Cd No:108, 34025 Zeytinburnu/İstanbul",,,"4,4",5 Google yorumu,Restoran,,,,,,,,,,,
Balkaymak,,(0216) 347 33 59,"Caferağa, Moda Cd. 17/1, 34710 Kadıköy/İstanbul",,"4,4",27 Google yorumu,Tatlıcı,,,,08:00–00:00 08:00–00:00 08:00–00:00Saatler değişebilir 08:00–00:00 08:00–00:00 08:00–00:00 08:00–00:00 ,,,,,,Açık,
Konak Dondurma Moda,,(0216) 337 03 47,"Caferağa, Mühürdar Cd. No:73, 34710 Kadıköy/İstanbul",,"4,7",104 Google yorumu,Kafe,,,,,,,,,,,
Pioppo gelato,http://www.pioppogelato.com/,0533 523 03 53,"Caddebostan mahallesi, Bağdat caddesi, Çakır Sk. no:2B, 34728 Kadıköy",,"4,6",9 Google yorumu,Dondurma dükkanı,,,,11:45–23:00 11:45–23:00 11:45–23:00Saatler değişebilir 11:45–23:00 11:45–23:15 11:45–23:00 11:45–23:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab7adb9b2238f:0x1b3f6ae271d767dd?sa=X
Girandola,,(0212) 322 47 74,"Göktürk Merkez, İstanbul Cd. No:42, 34075 Eyüp/İstanbul",,"4,2",58 Google yorumu,Dondurma dükkanı,,,,13:00–21:00 13:00–21:00 13:00–21:00Saatler değişebilir 13:00–21:00 13:00–21:00 13:00–21:00 Kapalı ,,,,,,Kapalı,
Vita Mia Gelato,http://www.gelatovitamia.com/,(0212) 213 82 13,"Balat, Vodina Cd. No:108 D:A, 34087 Fatih/İstanbul",,"4,8",6 Google yorumu,Dondurma dükkanı,,,,10:00–23:30 10:00–23:30 10:00–23:30Saatler değişebilir 10:00–23:30 10:00–23:30 10:00–23:30 10:00–23:30 ,,,,,,Açılmak üzere,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cabb856e0b75d1:0xd99a334e8d3f0bbf?sa=X
Prinkipo Dondurma & Cafe,,(0216) 382 24 54,"Büyükada-nizam, İskele Cad. No:2, 34970 Adalar/İstanbul - Asya",,"3,7",69 Google yorumu,Kafe,,,,10:00–21:00 10:00–21:00 10:00–21:00Saatler değişebilir 10:00–21:00 12:00–21:00 10:00–22:00 10:00–21:00 ,,,,,,Açılmak üzere,
dondurmam kechi,,0534 088 34 99,,,"4,8",10 Google yorumu,,,,,10:00–02:00 10:00–02:00 10:00–02:00Saatler değişebilir 10:00–02:00 10:00–02:00 10:00–02:00 10:00–02:00 ,,,,,,Açılmak üzere,
Balat Waffle Kumpir,,"Balat, 153, Mürselpaşa Cd., 34087 Fatih/İstanbul",,,"4,0",15 Google yorumu,Dondurma dükkanı,,,,13:00–01:00 13:00–01:00 13:00–01:00Saatler değişebilir 13:00–01:00 13:00–01:00 13:00–01:00 13:00–01:00 ,,,,,,Kapalı,
Birinci Profiterol,,(0216) 492 58 67,"Murat Reis, Nuhkuyusu Cd No:281 D:A, 34664 Üsküdar/İstanbul",,"4,1",21 Google yorumu,Dondurma dükkanı,,,,11:00–23:00 11:00–23:00 11:00–23:00Saatler değişebilir 11:00–23:00 11:00–23:00 11:00–23:00 11:00–23:00 ,,,,,,Kapalı,
Bu&Bu Dondurma,,"Murat Reis, Nuhkuyusu Cd No:271, 34664 Üsküdar/İstanbul",,,"4,9",8 Google yorumu,Dondurma dükkanı,,,,,,,,,,,
Dondurmacci,http://www.dondurmacci.com/,(0212) 322 81 80,"Göktürk İstanbul Cad. No.26 Arcadium Life 2 Dükkan No:20, 34077 Eyüp/İstanbul",,"4,1",31 Google yorumu,Dondurma dükkanı,,,,11:30–22:00 11:30–22:00 11:30–22:00Saatler değişebilir 11:30–22:00 11:30–22:00 11:30–22:00 11:00–22:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab2edfc6cdb29:0xd5d0867a1acfb9c?sa=X
Naturel Dondurma,,"Namık Kemal, Cengiz Topel Cd. No:29, 34762 Ümraniye/İstanbul",,,"2,0",2 Google yorumu,Restoran,,,,,,,,,,,
Bolulu Hasan Usta Nişantaşı,http://www.bhu.com.tr/,444 4 248,"Halaskargazi, Vali Konağı Cd. No:95, 34371 Şişli/İstanbul",₺₺,"4,2",194 Google yorumu,Dondurma dükkanı,,₺₺,,08:00–00:00 08:00–00:00 08:00–00:00Saatler değişebilir 08:00–00:00 08:00–00:00 08:00–00:00 08:00–00:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab711d903aa43:0x6ed7a1db74cab923?sa=X
tarihi prinkipo dondurma waffle,,"Büyükada-nizam, Yirmiüç Nisan Cd. No:9, 34970 Adalar/İstanbul",,₺₺,"3,9",132 Google yorumu,Dondurma dükkanı,,₺₺,,09:00–04:00 09:00–04:00 09:00–04:00Saatler değişebilir 09:00–04:00 09:00–04:00 09:00–00:00 09:00–04:00 ,,,,,,Açık,
Lui Lui Dondurma,https://www.yemeksepeti.com/lui-lui-pasticceria-kadikoy-erenkoy-mah-istanbul,"Fenerbahçe, Fener Kalamış Cd. No:61, 34726, 34726 Kadıköy/İstanbul",,,"4,6",14 Google yorumu,Dondurma dükkanı,,,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab9a48bb89fbf:0xddb68b77516989a2?sa=X
Bitez Dondurma,,"Sahrayı Cedit, Bağdat Cd. No:374, 34740 Dudullu Osb/Kadıköy/İstanbul",,,,,,,,,,,,,,,,
Tatlı Köşem,http://www.tatlikosem.com/,(0216) 336 00 27,"Caferağa, Moda Cad. 92-A, 34710 Kadıköy/İstanbul",₺₺,"4,0",39 Google yorumu,Dondurma dükkanı,,₺₺,,09:30–22:00 09:30–22:00 09:30–22:00Saatler değişebilir 09:30–22:00 09:30–23:00 09:30–23:00 09:30–22:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab8612bed5ef5:0xf461978031c32bf2?sa=X
Dondurmoda,http://www.dondurmoda.com.tr/,0532 330 14 82,"Osman Zeki Üngör Sk, Moda Cd. No 2/C, 34710 Kadıköy",,"4,7",34 Google yorumu,Dondurma dükkanı,,,,10:00–01:00 10:00–01:00 10:00–01:00Saatler değişebilir 10:00–01:00 10:00–01:00 10:00–01:00 10:00–01:00 ,,,,,,Açılmak üzere,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab9ec9f5f88ab:0x43a9140b660be91f?sa=X
Mado,http://mado.com.tr/,(0216) 347 35 36,"Caferağa, Moda Cad. No:132, 34710 Kadıköy/İstanbul",₺₺₺,"3,7",343 Google yorumu,Dondurma dükkanı,,₺₺₺,,07:30–00:00 07:30–00:00 07:30–00:00Saatler değişebilir 07:30–00:00 07:30–00:00 07:30–00:00 07:30–00:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab86001fb9327:0x6683bbd93c0d1df3?sa=X
Ottoman Ice cream dessert,,"Sultan Ahmet, Aya Sofya، Kabasakal Cd., 34122 Fatih/İstanbul",,,"1,5",2 Google yorumu,Dondurma dükkanı,,,,,,,,,,,
Turkish Ice Cream,,"Sultan Ahmet, Alemdar Cd. No:7, 34110 Fatih/İstanbul",,,,,Dondurma dükkanı,,,,,,,,,,,
NOA GELATO,,0535 238 58 08,"Şahkulu, Büyük Hendek Cd. No 4/E, 34421 Beyoğlu/İstanbul",,"4,6",12 Google yorumu,Dondurma dükkanı,,,,09:30–00:00 09:30–00:00 09:30–00:00Saatler değişebilir 09:30–00:00 09:30–00:00 09:30–00:00 09:30–00:00 ,,,,,,Açık,
Tat dondurma,https://tat-dondurma-ice-cream-shop.business.site/?utm_source=gmb&utm_medium=referral,0542 742 22 82,"Seyyid Ömer, Silivrikapı Cd. No:90, 34098 Fatih/İstanbul",,"5,0",3 Google yorumu,Dondurma dükkanı,,,,11:00–00:00 11:00–00:00 11:00–00:00Saatler değişebilir 11:00–00:00 11:00–00:00 11:00–00:00 11:00–00:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cabb748453d09b:0xb5a7858854ac49f4?sa=X
Sultan Dondurma & Cafe,,"Kayışdağı, Uslu Cd. No:109, 34755 Dudullu Osb/Ataşehir/İstanbul",,,"4,0",5 Google yorumu,,,,,,,,,,,,
Cappello Caffe Kadıköy,http://www.cappello.com.tr/,(0216) 338 40 40,"Rasimpaşa, Karakolhane Cd. No:32/c, 34716 Kadıköy/İstanbul",,"4,4",48 Google yorumu,Dondurma dükkanı,,,,11:00–00:00 11:00–00:00 11:00–00:00Saatler değişebilir 11:00–00:00 11:00–00:00 11:00–00:00 11:00–00:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab94d128b38b7:0xcbf93deed9f9d208?sa=X
Sago Balat,,(0212) 635 55 41,"Ayvansaray, Leblebiciler Sk. no 17, 34087 Fatih/İstanbul",,"4,8",37 Google yorumu,Dondurma dükkanı,,,,11:00–20:00 11:00–20:00 11:00–20:00Saatler değişebilir 11:00–20:00 11:00–20:00 11:00–20:00 11:00–20:00 ,,,,,,Kapalı,
Cappello Caffe Kartal,http://www.cappello.com.tr/,(0216) 387 20 20,"Atalar, Çanakkale Cd. No:62, 34862 Kartal/İstanbul",₺₺,"4,5",536 Google yorumu,İtalyan restoranı,,₺₺,,11:00–00:00 11:00–00:00 11:00–00:00Saatler değişebilir 11:00–00:00 11:00–00:00 11:00–00:00 11:00–00:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cac4799fa03dad:0x5401f22159b2cacf?sa=X
Mado,https://mado.com.tr/,(0212) 347 77 22,"Balmumcu, Tan Sk. No:2 D:Apt No:60, 34387 Şişli/İstanbul",₺₺₺,"3,7",224 Google yorumu,Kahve dükkanı,,₺₺₺,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab755d08833b5:0x4656b711c6940a5b?sa=X
Hacı Şerif Eminönü,https://www.haciserif.com/,(0212) 511 81 66,"Rüstem Paşa, 34112, Yeni Cami Cd. No:19, 34116 Fatih/İstanbul",₺₺,"4,2",1.940 Google yorumu,Tatlı Dükkanı,,₺₺,,09:00–20:00 09:00–20:00 09:00–20:00Saatler değişebilir 09:00–20:00 09:00–20:00 10:00–20:00 09:00–20:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab9eb04f7afcb:0xcbfa51897c622460?sa=X
Mado,https://mado.com.tr/,(0212) 532 17 38,"İskenderpaşa Mahallesi Adnan Menderes Vatan Bulv. Historia Alışveriş Ve Yaşam Merkezi D:2/4 D:47, 34080 Fatih",₺₺₺,"3,7",93 Google yorumu,Kafe,,₺₺₺,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14caba31b3075955:0xacefe135f05e6597?sa=X
Sinem Dondurma,http://www.burgazadasinemdondurma.com/,"Kınalıada, No:2,, Yalı Cd., 34975 Adalar/İstanbul",,,"4,5",55 Google yorumu,Dondurma dükkanı,,,,09:00–00:00 09:00–00:00 09:00–00:00Saatler değişebilir 09:00–00:00 09:00–00:00 09:00–00:00 09:00–00:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cac041f8d124dd:0x2acfb13db21ce105?sa=X
Mado,,(0212) 621 71 10,"Ali Kuşçu, Fevzi Paşa Cd. No:26, 34096 Fatih/İstanbul",₺₺₺,"4,0",351 Google yorumu,Restoran,,₺₺₺,,07:00–01:00 07:00–01:00 07:00–01:00Saatler değişebilir 07:00–01:00 07:00–01:00 07:00–01:00 07:00–01:00 ,,,,,,Açık,
Küçük Vardar,,(0212) 493 36 37,"Yenidoğan, Yahya Kemal Cd. 32/A, 34040 Bayrampaşa/İstanbul",,"4,6",31 Google yorumu,Kafe,,,,,,,,,,,
Arzum Dondurma Tatlı,,"Ferhatpaşa, Atatürk Cd. No:43, 34888 Çatalca/İstanbul",,,"4,7",57 Google yorumu,Tatlı Dükkanı,,,,,,,,,,,
KUNEFE DONDURMA,,"Cennet, Unnamed Road، 34290 Küçükçekmece",,,,,Şekerlemeci,,,,08:00–03:00 08:00–03:00 08:00–03:00Saatler değişebilir 08:00–03:00 08:00–03:00 08:00–03:00 08:00–03:00 ,,,,,,Açık,
Erguvan dondurma,https://erguvan-dondurma.business.site/?utm_source=gmb&utm_medium=referral,0545 512 80 80,"Feriköy, Kurtuluş Cd. no 168 a, 34377 Şişli/İstanbul",,,,Dondurma dükkanı,,,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab71e6936fdbb:0x3d8683397a21bca7?sa=X
Baltepe Pastanesi,,"Atikali, Manyasizade Cd. No:9, 34087 Fatih/İstanbul",,,"4,6",26 Google yorumu,Pastane,,,,09:00–00:00 09:00–00:00 09:00–00:00Saatler değişebilir 09:00–00:00 09:00–00:00 09:00–00:00 09:00–00:00 ,,,,,,Açık,
Maras dondurma,,"Binbirdirek, Divan Yolu Cd. No:27, 34122 Fatih/İstanbul",,,"1,0",6 Google yorumu,Dondurma dükkanı,,,,,,,,,,,
